from_framework,from_code,to_framework,to_code,relation,from_grade,to_grade,match_key,confidence_note,from_text,to_text,from_source_url,to_source_url
CA-CCSS-ELA-2013,L.2.6,CA-CCSS-ELA-2013,L.3.6,,2,3,L | 6 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts, including using adjectives and adverbs to describe (e.g., When other kids are happy that makes me happy).","Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal spatial and temporal relationships (e.g., After dinner that night we went looking for them).",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,L.3.6,CA-CCSS-ELA-2013,L.4.6,,3,4,L | 6 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Acquire and use accurately grade-appropriate conversational, general academic, and domain-specific words and phrases, including those that signal spatial and temporal relationships (e.g., After dinner that night we went looking for them).","Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being (e.g., quizzed, whined, stammered) and that are basic to a particular topic (e.g., wildlife, conservation, and endangered when discussing animal preservation).",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,L.4.6,CA-CCSS-ELA-2013,L.5.6,,4,5,L | 6 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal precise actions, emotions, or states of being (e.g., quizzed, whined, stammered) and that are basic to a particular topic (e.g., wildlife, conservation, and endangered when discussing animal preservation).","Acquire and use accurately grade-appropriate general academic and domain-specific words and phrases, including those that signal contrast, addition, and other logical relationships (e.g., however, although, nevertheless, similarly, moreover, in addition).",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RF.K.1,CA-CCSS-ELA-2013,RF.1.1,,0,1,RF | 1 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Demonstrate understanding of the organization and basic features of print. a. Follow words from left to right, top to bottom, and page by page. b. Recognize that spoken words are represented in written language by specific sequences of letters. c. Understand that words are separated by spaces in print. d. Recognize and name all upper- and lowercase letters of the alphabet.","Demonstrate understanding of the organization and basic features of print. a. Recognize the distinguishing features of a sentence (e.g., first word, capitalization, ending punctuation).",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RF.K.2,CA-CCSS-ELA-2013,RF.1.2,,0,1,RF | 2 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Demonstrate understanding of spoken words, syllables, and sounds (phonemes). a. Recognize and produce rhyming words. b. Count, pronounce, blend, and segment syllables in spoken words. c. Blend and segment onsets and rimes of single-syllable spoken words. d. Isolate and pronounce the initial, medial vowel, and final sounds (phonemes) in three-phoneme (consonant-vowel-consonant, or CVC) words.* (This does not include CVCs ending with /l/, /r/, or /x/.) e. Add or substitute individual sounds (phonemes) in simple, one-syllable words to make new words. f. Blend two to three phonemes into recognizable words. CA Footnote: *Words, syllables, or phonemes written in /slashes/ refer to their pronunciation or phonology. Thus, /CVC/ is a word with three phonemes regardless of the number of letters in the spelling of the word.","Demonstrate understanding of spoken words, syllables, and sounds (phonemes). a. Distinguish long from short vowel sounds in spoken single-syllable words. b. Orally produce single-syllable words by blending sounds (phonemes), including consonant blends. c. Isolate and pronounce initial, medial vowel, and final sounds (phonemes) in spoken single-syllable words. d. Segment spoken single-syllable words into their complete sequence of individual sounds (phonemes).",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RF.K.3,CA-CCSS-ELA-2013,RF.1.3,,0,1,RF | 3 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Know and apply grade-level phonics and word analysis skills in decoding words both in isolation and in text. CA a. Demonstrate basic knowledge of one-to-one letter-sound correspondences by producing the primary sounds or many of the most frequent sounds for each consonant. b. Associate the long and short sounds with common spellings (graphemes) for the five major vowels. (Identify which letters represent the five major vowels [Aa, Ee, Ii, Oo, and Uu] and know the long and short sound of each vowel. More complex long vowel graphemes and spellings are targeted in the grade 1 phonics standards.) CA c. Read common high-frequency words by sight (e.g., the, of, to, you, she, my, is, are, do, does). d. Distinguish between similarly spelled words by identifying the sounds of the letters that differ.",Know and apply grade-level phonics and word analysis skills in decoding words both in isolation and in text. CA a. Know the spelling-sound correspondences for common consonant digraphs. b. Decode regularly spelled one-syllable words. c. Know final -e and common vowel team conventions for representing long vowel sounds. d. Use knowledge that every syllable must have a vowel sound to determine the number of syllables in a printed word. e. Decode two-syllable words following basic patterns by breaking the words into syllables. f. Read words with inflectional endings. g. Recognize and read grade-appropriate irregularly spelled words.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RF.1.3,CA-CCSS-ELA-2013,RF.2.3,,1,2,RF | 3 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Know and apply grade-level phonics and word analysis skills in decoding words both in isolation and in text. CA a. Know the spelling-sound correspondences for common consonant digraphs. b. Decode regularly spelled one-syllable words. c. Know final -e and common vowel team conventions for representing long vowel sounds. d. Use knowledge that every syllable must have a vowel sound to determine the number of syllables in a printed word. e. Decode two-syllable words following basic patterns by breaking the words into syllables. f. Read words with inflectional endings. g. Recognize and read grade-appropriate irregularly spelled words.,Know and apply grade-level phonics and word analysis skills in decoding words both in isolation and in text. CA a. Distinguish long and short vowels when reading regularly spelled one-syllable words. b. Know spelling-sound correspondences for additional common vowel teams. c . Decode regularly spelled two-syllable words with long vowels. d. Decode words with common prefixes and suffixes. e. Identify words with inconsistent but common spelling-sound correspondences. f. Recognize and read grade-appropriate irregularly spelled words.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RF.2.3,CA-CCSS-ELA-2013,RF.3.3,,2,3,RF | 3 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Know and apply grade-level phonics and word analysis skills in decoding words both in isolation and in text. CA a. Distinguish long and short vowels when reading regularly spelled one-syllable words. b. Know spelling-sound correspondences for additional common vowel teams. c . Decode regularly spelled two-syllable words with long vowels. d. Decode words with common prefixes and suffixes. e. Identify words with inconsistent but common spelling-sound correspondences. f. Recognize and read grade-appropriate irregularly spelled words.,Know and apply grade-level phonics and word analysis skills in decoding words both in isolation and in text. CA a. Identify and know the meaning of the most common prefixes and derivational suffixes. b. Decode words with common Latin suffixes. c. Decode multisyllable words. d. Read grade-appropriate irregularly spelled words.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RF.3.3,CA-CCSS-ELA-2013,RF.4.3,,3,4,RF | 3 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Know and apply grade-level phonics and word analysis skills in decoding words both in isolation and in text. CA a. Identify and know the meaning of the most common prefixes and derivational suffixes. b. Decode words with common Latin suffixes. c. Decode multisyllable words. d. Read grade-appropriate irregularly spelled words.,"Know and apply grade-level phonics and word analysis skills in decoding words. a. Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RF.4.3,CA-CCSS-ELA-2013,RF.5.3,,4,5,RF | 3 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Know and apply grade-level phonics and word analysis skills in decoding words. a. Use combined knowledge of all letter-sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.","Know and apply grade-level phonics and word analysis skills in decoding words. a. Use combined knowledge of all letter sound correspondences, syllabication patterns, and morphology (e.g., roots and affixes) to read accurately unfamiliar multisyllabic words in context and out of context.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RF.K.4,CA-CCSS-ELA-2013,RF.1.4,,0,1,RF | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Read emergent-reader texts with purpose and understanding.,"Read with sufficient accuracy and fluency to support comprehension. a. Read on-level text with purpose and understanding. b. Read on-level text orally with accuracy, appropriate rate, and expression on successive readings. c. Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RF.1.4,CA-CCSS-ELA-2013,RF.2.4,,1,2,RF | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Read with sufficient accuracy and fluency to support comprehension. a. Read on-level text with purpose and understanding. b. Read on-level text orally with accuracy, appropriate rate, and expression on successive readings. c. Use context to confirm or self-correct word recognition and understanding, rereading as necessary.","Read with sufficient accuracy and fluency to support comprehension. a. Read on-level text with purpose and understanding. b. Read on-level text orally with accuracy, appropriate rate, and expression on successive readings. c. Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RF.2.4,CA-CCSS-ELA-2013,RF.3.4,,2,3,RF | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Read with sufficient accuracy and fluency to support comprehension. a. Read on-level text with purpose and understanding. b. Read on-level text orally with accuracy, appropriate rate, and expression on successive readings. c. Use context to confirm or self-correct word recognition and understanding, rereading as necessary.","Read with sufficient accuracy and fluency to support comprehension. a. Read on-level text with purpose and understanding. b. Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings. c. Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RF.3.4,CA-CCSS-ELA-2013,RF.4.4,,3,4,RF | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Read with sufficient accuracy and fluency to support comprehension. a. Read on-level text with purpose and understanding. b. Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings. c. Use context to confirm or self-correct word recognition and understanding, rereading as necessary.","Read with sufficient accuracy and fluency to support comprehension. a. Read on-level text with purpose and understanding. b. Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings. c. Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RF.4.4,CA-CCSS-ELA-2013,RF.5.4,,4,5,RF | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Read with sufficient accuracy and fluency to support comprehension. a. Read on-level text with purpose and understanding. b. Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings. c. Use context to confirm or self-correct word recognition and understanding, rereading as necessary.","Read with sufficient accuracy and fluency to support comprehension. a. Read on-level text with purpose and understanding. b. Read on-level prose and poetry orally with accuracy, appropriate rate, and expression on successive readings. c. Use context to confirm or self-correct word recognition and understanding, rereading as necessary.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.K.1,CA-CCSS-ELA-2013,RI.1.1,,0,1,RI | 1 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, ask and answer questions about key details in a text.",Ask and answer questions about key details in a text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.1.1,CA-CCSS-ELA-2013,RI.2.1,,1,2,RI | 1 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Ask and answer questions about key details in a text.,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.2.1,CA-CCSS-ELA-2013,RI.3.1,,2,3,RI | 1 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Ask and answer such questions as who, what, where, when, why, and how to demonstrate understanding of key details in a text.","Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.3.1,CA-CCSS-ELA-2013,RI.4.1,,3,4,RI | 1 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Ask and answer questions to demonstrate understanding of a text, referring explicitly to the text as the basis for the answers.",Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.4.1,CA-CCSS-ELA-2013,RI.5.1,,4,5,RI | 1 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Refer to details and examples in a text when explaining what the text says explicitly and when drawing inferences from the text.,Quote accurately from a text when explaining what the text says explicitly and when drawing inferences from the text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.K.10,CA-CCSS-ELA-2013,RI.1.10,,0,1,RI | 10 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Actively engage in group reading activities with purpose and understanding. a. Activate prior knowledge related to the information and events in texts. CA b. Use illustrations and context to make predictions about text. CA,"With prompting and support, read informational texts appropriately complex for grade 1. a. Activate prior knowledge related to the information and events in a text. CA b. Confirm predictions about what will happen next in a text. CA",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.1.10,CA-CCSS-ELA-2013,RI.2.10,,1,2,RI | 10 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, read informational texts appropriately complex for grade 1. a. Activate prior knowledge related to the information and events in a text. CA b. Confirm predictions about what will happen next in a text. CA","By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.2.10,CA-CCSS-ELA-2013,RI.3.10,,2,3,RI | 10 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 2–3 text complexity band proficiently, with scaffolding as needed at the high end of the range.","By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 2–3 text complexity band independently and proficiently.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.3.10,CA-CCSS-ELA-2013,RI.4.10,,3,4,RI | 10 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 2–3 text complexity band independently and proficiently.","By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 4–5 text complexity band proficiently, with scaffolding as needed at the high end of the range.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.4.10,CA-CCSS-ELA-2013,RI.5.10,,4,5,RI | 10 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"By the end of year, read and comprehend informational texts, including history/social studies, science, and technical texts, in the grades 4–5 text complexity band proficiently, with scaffolding as needed at the high end of the range.","By the end of the year, read and comprehend informational texts, including history/social studies, science, and technical texts, at the high end of the grades 4–5 text complexity band independently and proficiently.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.K.2,CA-CCSS-ELA-2013,RI.1.2,,0,1,RI | 2 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, identify the main topic and retell key details of a text.",Identify the main topic and retell key details of a text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.1.2,CA-CCSS-ELA-2013,RI.2.2,,1,2,RI | 2 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Identify the main topic and retell key details of a text.,Identify the main topic of a multiparagraph text as well as the focus of specific paragraphs within the text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.2.2,CA-CCSS-ELA-2013,RI.3.2,,2,3,RI | 2 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Identify the main topic of a multiparagraph text as well as the focus of specific paragraphs within the text.,Determine the main idea of a text; recount the key details and explain how they support the main idea.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.3.2,CA-CCSS-ELA-2013,RI.4.2,,3,4,RI | 2 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Determine the main idea of a text; recount the key details and explain how they support the main idea.,Determine the main idea of a text and explain how it is supported by key details; summarize the text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.4.2,CA-CCSS-ELA-2013,RI.5.2,,4,5,RI | 2 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Determine the main idea of a text and explain how it is supported by key details; summarize the text.,Determine two or more main ideas of a text and explain how they are supported by key details; summarize the text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.K.3,CA-CCSS-ELA-2013,RI.1.3,,0,1,RI | 3 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, describe the connection between two individuals, events, ideas, or pieces of information in a text.","Describe the connection between two individuals, events, ideas, or pieces of information in a text.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.1.3,CA-CCSS-ELA-2013,RI.2.3,,1,2,RI | 3 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Describe the connection between two individuals, events, ideas, or pieces of information in a text.","Describe the connection between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.2.3,CA-CCSS-ELA-2013,RI.3.3,,2,3,RI | 3 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Describe the connection between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text.","Describe the relationship between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text, using language that pertains to time, sequence, and cause/effect.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.3.3,CA-CCSS-ELA-2013,RI.4.3,,3,4,RI | 3 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Describe the relationship between a series of historical events, scientific ideas or concepts, or steps in technical procedures in a text, using language that pertains to time, sequence, and cause/effect.","Explain events, procedures, ideas, or concepts in a historical, scientific, or technical text, including what happened and why, based on specific information in the text.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.4.3,CA-CCSS-ELA-2013,RI.5.3,,4,5,RI | 3 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Explain events, procedures, ideas, or concepts in a historical, scientific, or technical text, including what happened and why, based on specific information in the text.","Explain the relationships or interactions between two or more individuals, events, ideas, or concepts in a historical, scientific, or technical text based on specific information in the text.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.K.4,CA-CCSS-ELA-2013,RI.1.4,,0,1,RI | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"With prompting and support, ask and answer questions about unknown words in a text. (See grade K Language standards 4–6 additional expectations.) CA",Ask and answer questions to help determine or clarify the meaning of words and phrases in a text. (See grade 1 Language standards 4–6 for additional expectations.) CA,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.1.4,CA-CCSS-ELA-2013,RI.2.4,,1,2,RI | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Ask and answer questions to help determine or clarify the meaning of words and phrases in a text. (See grade 1 Language standards 4–6 for additional expectations.) CA,Determine the meaning of words and phrases in a text relevant to a grade 2 topic or subject area. (See grade 2 Language standards 4–6 for additional expectations.) CA,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.2.4,CA-CCSS-ELA-2013,RI.3.4,,2,3,RI | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Determine the meaning of words and phrases in a text relevant to a grade 2 topic or subject area. (See grade 2 Language standards 4–6 for additional expectations.) CA,Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 3 topic or subject area. (See grade 3 Language standards 4–6 for additional expectations.) CA,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.3.4,CA-CCSS-ELA-2013,RI.4.4,,3,4,RI | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 3 topic or subject area. (See grade 3 Language standards 4–6 for additional expectations.) CA,Determine the meaning of general academic and domain-specific words or phrases in a text relevant to a grade 4 topic or subject area. (See grade 4 Language standards 4–6 for additional expectations.) CA,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.4.4,CA-CCSS-ELA-2013,RI.5.4,,4,5,RI | 4 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Determine the meaning of general academic and domain-specific words or phrases in a text relevant to a grade 4 topic or subject area. (See grade 4 Language standards 4–6 for additional expectations.) CA,Determine the meaning of general academic and domain-specific words and phrases in a text relevant to a grade 5 topic or subject area. (See grade 5 Language standards 4–6 for additional expectations.) CA,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.K.5,CA-CCSS-ELA-2013,RI.1.5,,0,1,RI | 5 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Identify the front cover, back cover, and title page of a book.","Know and use various text structures (e.g., sequence) and text features (e.g., headings, tables of contents, glossaries, electronic menus, icons) to locate key facts or information in a text. CA",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.1.5,CA-CCSS-ELA-2013,RI.2.5,,1,2,RI | 5 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Know and use various text structures (e.g., sequence) and text features (e.g., headings, tables of contents, glossaries, electronic menus, icons) to locate key facts or information in a text. CA","Know and use various text features (e.g., captions, bold print, subheadings, glossaries, indexes, electronic menus, icons) to locate key facts or information in a text efficiently.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.2.5,CA-CCSS-ELA-2013,RI.3.5,,2,3,RI | 5 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Know and use various text features (e.g., captions, bold print, subheadings, glossaries, indexes, electronic menus, icons) to locate key facts or information in a text efficiently.","Use text features and search tools (e.g., key words, sidebars, hyperlinks) to locate information relevant to a given topic efficiently.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.3.5,CA-CCSS-ELA-2013,RI.4.5,,3,4,RI | 5 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Use text features and search tools (e.g., key words, sidebars, hyperlinks) to locate information relevant to a given topic efficiently.","Describe the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in a text or part of a text.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.4.5,CA-CCSS-ELA-2013,RI.5.5,,4,5,RI | 5 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Describe the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in a text or part of a text.","Compare and contrast the overall structure (e.g., chronology, comparison, cause/effect, problem/solution) of events, ideas, concepts, or information in two or more texts.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.K.6,CA-CCSS-ELA-2013,RI.1.6,,0,1,RI | 6 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Name the author and illustrator of a text and define the role of each in presenting the ideas or information in a text.,Distinguish between information provided by pictures or other illustrations and information provided by the words in a text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.1.6,CA-CCSS-ELA-2013,RI.2.6,,1,2,RI | 6 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,Distinguish between information provided by pictures or other illustrations and information provided by the words in a text.,"Identify the main purpose of a text, including what the author wants to answer, explain, or describe.",https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
CA-CCSS-ELA-2013,RI.2.6,CA-CCSS-ELA-2013,RI.3.6,,2,3,RI | 6 | ,Identifier match only: same strand/domain and number in adjacent grades. Prerequisite relationship is unverified; review both standards before assigning a relation.,"Identify the main purpose of a text, including what the author wants to answer, explain, or describe.",Distinguish their own point of view from that of the author of a text.,https://www2.cde.ca.gov/cacs/ela,https://www2.cde.ca.gov/cacs/ela
