framework_id,code,grade,grade_range,art_type,subdiscipline,artistic_process,anchor_standard,enduring_understanding,essential_questions,process_components,performance_standards,source_url,page,raw_text
CA-VAPA-2019,K.DA:Cr3,K,,Dance,,Creating,3: Refine and complete artistic work,"Choreographers analyze, evaluate, refine, and document their work to communicate meaning","How do choreographers use self-reflection, feedback from others, and documentation to improve the quality of their work?",Revise,Apply suggestions for changing movement through guided improvisational experiences.,https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: K.DA:Cr3
Grade: K
Discipline: Dance
Artistic Process: CreatingAnchor Standard: 3: Refine and complete artistic work

Enduring Understanding: Choreographers analyze, evaluate, refine, and document their work to communicate meaning
Essential Question(s): How do choreographers use self-reflection, feedback from others, and documentation to improve the quality of their work?
Process Component(s): Revise

Performance Standard(s):
Apply suggestions for changing movement through guided improvisational experiences.
"
CA-VAPA-2019,K.DA:Cr2,K,,Dance,,Creating,2: Organize and develop artistic ideas and work,"The elements of dance, dance structures, and choreographic devices serve as both a foundation and a departure point for choreographers.",What influences choice-making in creating choreography?,Plan,"a. Improvise dance that has a beginning, middle, and end.
b. Express an idea, feeling, or image, through improvised movement moving alone or with a partner.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: K.DA:Cr2
Grade: K
Discipline: Dance
Artistic Process: CreatingAnchor Standard: 2: Organize and develop artistic ideas and work

Enduring Understanding: The elements of dance, dance structures, and choreographic devices serve as both a foundation and a departure point for choreographers.
Essential Question(s): What influences choice-making in creating choreography?
Process Component(s): Plan

Performance Standard(s):
a. Improvise dance that has a beginning, middle, and end.
b. Express an idea, feeling, or image, through improvised movement moving alone or with a partner.
"
CA-VAPA-2019,K.DA.Cr1,K,,Dance,,Creating,1: Generate and conceptualize artistic ideas and work,Choreographers use a variety of sources as inspiration and transform concepts and ideas into movement for artistic expression.,Where do choreographers get ideas for dances?,Explore,"a. Respond in movement to a variety of stimuli (e.g., music/sound, text, objects, images, symbols, observed dance).
b. Explore different ways to do basic locomotor and non-locomotor movements by changing at least one of the elements of dance.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: K.DA.Cr1
Grade: K
Discipline: Dance
Artistic Process: CreatingAnchor Standard: 1: Generate and conceptualize artistic ideas and work

Enduring Understanding: Choreographers use a variety of sources as inspiration and transform concepts and ideas into movement for artistic expression.
Essential Question(s): Where do choreographers get ideas for dances?
Process Component(s): Explore

Performance Standard(s):
a. Respond in movement to a variety of stimuli (e.g., music/sound, text, objects, images, symbols, observed dance).
b. Explore different ways to do basic locomotor and non-locomotor movements by changing at least one of the elements of dance.
"
CA-VAPA-2019,1.DA.Cr1,1,,Dance,,Creating,1: Generate and conceptualize artistic ideas and work,Choreographers use a variety of sources as inspiration and transform concepts and ideas into movement for artistic expression.,Where do choreographers get ideas for dances?,Explore,"a. Explore movement inspired by a variety of stimuli (e.g., music/sound, text, objects, images, symbols, observed dance, experiences) and identify the source.
b. Explore a variety of locomotor and non-locomotor movements by experimenting with and changing the elements of dance.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.DA.Cr1
Grade: 1
Discipline: Dance
Artistic Process: CreatingAnchor Standard: 1: Generate and conceptualize artistic ideas and work

Enduring Understanding: Choreographers use a variety of sources as inspiration and transform concepts and ideas into movement for artistic expression.
Essential Question(s): Where do choreographers get ideas for dances?
Process Component(s): Explore

Performance Standard(s):
a. Explore movement inspired by a variety of stimuli (e.g., music/sound, text, objects, images, symbols, observed dance, experiences) and identify the source.
b. Explore a variety of locomotor and non-locomotor movements by experimenting with and changing the elements of dance.
"
CA-VAPA-2019,1.DA:Cr2,1,,Dance,,Creating,2: Organize and develop artistic ideas and work,"The elements of dance, dance structures, and choreographic devices serve as both a foundation and a departure point for choreographers.",What influences choice-making in creating choreography?,Plan,"a. Improvise a series of movements that have a beginning, middle, and end, and describe movement choices.
b. Choose movements that express an idea or emotion, or follow a musical phrase.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.DA:Cr2
Grade: 1
Discipline: Dance
Artistic Process: CreatingAnchor Standard: 2: Organize and develop artistic ideas and work

Enduring Understanding: The elements of dance, dance structures, and choreographic devices serve as both a foundation and a departure point for choreographers.
Essential Question(s): What influences choice-making in creating choreography?
Process Component(s): Plan

Performance Standard(s):
a. Improvise a series of movements that have a beginning, middle, and end, and describe movement choices.
b. Choose movements that express an idea or emotion, or follow a musical phrase.
"
CA-VAPA-2019,1.DA:Cr3,1,,Dance,,Creating,3: Refine and complete artistic work,"Choreographers analyze, evaluate, refine, and document their work to communicate meaning","How do choreographers use self-reflection, feedback from others, and documentation to improve the quality of their work?",Revise,Explore suggestions to change movement from guided improvisation and/or short remembered sequences.,https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.DA:Cr3
Grade: 1
Discipline: Dance
Artistic Process: CreatingAnchor Standard: 3: Refine and complete artistic work

Enduring Understanding: Choreographers analyze, evaluate, refine, and document their work to communicate meaning
Essential Question(s): How do choreographers use self-reflection, feedback from others, and documentation to improve the quality of their work?
Process Component(s): Revise

Performance Standard(s):
Explore suggestions to change movement from guided improvisation and/or short remembered sequences.
"
CA-VAPA-2019,1.DA:Pr4,1,,Dance,,Performing,"4. Select, analyze, and interpret artistic work for presentation","Space, time, and energy are basic elements of dance.","How do dancers work with space, time and energy to communicate artistic expression?",Express,"a. Demonstrate locomotor and non-locomotor movements that change body shapes, levels, and facings. Move in straight, curved, and zigzagged pathways individually and with others. Find and return to place in space.
b. Relate quick, moderate and slow movements to duration in time. Recognize steady beat and move to varying tempi of steady beat.
c. Demonstrate movement characteristics along with descriptive vocabulary (e.g., use adverbs and adjectives that apply to movement).",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.DA:Pr4
Grade: 1
Discipline: Dance
Artistic Process: PerformingAnchor Standard: 4. Select, analyze, and interpret artistic work for presentation

Enduring Understanding: Space, time, and energy are basic elements of dance.
Essential Question(s): How do dancers work with space, time and energy to communicate artistic expression?
Process Component(s): Express

Performance Standard(s):
a. Demonstrate locomotor and non-locomotor movements that change body shapes, levels, and facings. Move in straight, curved, and zigzagged pathways individually and with others. Find and return to place in space.
b. Relate quick, moderate and slow movements to duration in time. Recognize steady beat and move to varying tempi of steady beat.
c. Demonstrate movement characteristics along with descriptive vocabulary (e.g., use adverbs and adjectives that apply to movement).
"
CA-VAPA-2019,1.DA:Pr5,1,,Dance,,Performing,5: Develop and refine artistic techniques and work for presentation,Dancers use the mind-body connection and develop the body as an instrument for artistry and artistic expression.,What must a dancer do to prepare the mind and body for artistic expression?,Embody,"a. Demonstrate a range of locomotor and non-locomotor movements, body patterning, body shapes, and directionality.
b. Move safely in general space through a range of activities and group formations while maintaining and changing personal space.
c. Modify movements and spatial arrangements upon request.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.DA:Pr5
Grade: 1
Discipline: Dance
Artistic Process: PerformingAnchor Standard: 5: Develop and refine artistic techniques and work for presentation

Enduring Understanding: Dancers use the mind-body connection and develop the body as an instrument for artistry and artistic expression.
Essential Question(s): What must a dancer do to prepare the mind and body for artistic expression?
Process Component(s): Embody

Performance Standard(s):
a. Demonstrate a range of locomotor and non-locomotor movements, body patterning, body shapes, and directionality.
b. Move safely in general space through a range of activities and group formations while maintaining and changing personal space.
c. Modify movements and spatial arrangements upon request.
"
CA-VAPA-2019,1.DA:Pr6,1,,Dance,,Performing,6: Convey meaning through the presentation of artistic work,"Dance performance is an interaction between performer, production elements, and audience that heightens and amplifies artistic expression.",How does a dancer heighten artistry in a public performance?,Present,"a. Dance for others in a space where audience and performers occupy different areas.
b. Explore the use of props to enhance performance.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.DA:Pr6
Grade: 1
Discipline: Dance
Artistic Process: PerformingAnchor Standard: 6: Convey meaning through the presentation of artistic work

Enduring Understanding: Dance performance is an interaction between performer, production elements, and audience that heightens and amplifies artistic expression.
Essential Question(s): How does a dancer heighten artistry in a public performance?
Process Component(s): Present

Performance Standard(s):
a. Dance for others in a space where audience and performers occupy different areas.
b. Explore the use of props to enhance performance.
"
CA-VAPA-2019,1.DA:Re7,1,,Dance,,Responding,7: Perceive and analyze artistic work,Dance is perceived and analyzed to comprehend its meaning.,How is a dance understood?,Analyze,"a. Find a movement that repeats in a dance to make a pattern.
b. Demonstrate and describe observed or performed dance movements from a specific genre or culture.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.DA:Re7
Grade: 1
Discipline: Dance
Artistic Process: RespondingAnchor Standard: 7: Perceive and analyze artistic work

Enduring Understanding: Dance is perceived and analyzed to comprehend its meaning.
Essential Question(s): How is a dance understood?
Process Component(s): Analyze

Performance Standard(s):
a. Find a movement that repeats in a dance to make a pattern.
b. Demonstrate and describe observed or performed dance movements from a specific genre or culture.
"
CA-VAPA-2019,1.DA:Re8,1,,Dance,,Responding,8: Interpret intent and meaning in artistic work,"Dance is interpreted by considering intent, meaning, and artistic expression as communicated through the use of the body, elements of dance, dance technique, dance structure, and context.",How is dance interpreted?,Interpret,Select movements from a dance that suggest ideas and explain how the movement captures the idea using simple dance terminology.,https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.DA:Re8
Grade: 1
Discipline: Dance
Artistic Process: RespondingAnchor Standard: 8: Interpret intent and meaning in artistic work

Enduring Understanding: Dance is interpreted by considering intent, meaning, and artistic expression as communicated through the use of the body, elements of dance, dance technique, dance structure, and context.
Essential Question(s): How is dance interpreted?
Process Component(s): Interpret

Performance Standard(s):
Select movements from a dance that suggest ideas and explain how the movement captures the idea using simple dance terminology.
"
CA-VAPA-2019,1.DA:Re9,1,,Dance,,Responding,9: Apply criteria to evaluate artistic work,"Criteria for evaluating dance vary across genres, styles, and cultures",What criteria are used to evaluate dance?,Critique,Identify and demonstrate several movements in a dance that attracted attention. Describe the characteristics that make the movements interesting and talk about why they were chosen.,https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.DA:Re9
Grade: 1
Discipline: Dance
Artistic Process: RespondingAnchor Standard: 9: Apply criteria to evaluate artistic work

Enduring Understanding: Criteria for evaluating dance vary across genres, styles, and cultures
Essential Question(s): What criteria are used to evaluate dance?
Process Component(s): Critique

Performance Standard(s):
Identify and demonstrate several movements in a dance that attracted attention. Describe the characteristics that make the movements interesting and talk about why they were chosen.
"
CA-VAPA-2019,1.DA:Cn10,1,,Dance,,Connecting,10: Synthesize and relate knowledge and personal experiences to make art,"As dance is experienced, all personal experiences, knowledge, and contexts are integrated and synthesized to interpret meaning.","How does dance deepen our understanding of ourselves, other knowledge, and events around us?",Synthesize,"a. Find an experience expressed or portrayed in a dance that relates to a familiar experience. Identify the movements that communicate this experience.
b. Discuss observations from a story. Identify ideas for dance movement and demonstrate the big ideas of the story.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.DA:Cn10
Grade: 1
Discipline: Dance
Artistic Process: ConnectingAnchor Standard: 10: Synthesize and relate knowledge and personal experiences to make art

Enduring Understanding: As dance is experienced, all personal experiences, knowledge, and contexts are integrated and synthesized to interpret meaning.
Essential Question(s): How does dance deepen our understanding of ourselves, other knowledge, and events around us?
Process Component(s): Synthesize

Performance Standard(s):
a. Find an experience expressed or portrayed in a dance that relates to a familiar experience. Identify the movements that communicate this experience.
b. Discuss observations from a story. Identify ideas for dance movement and demonstrate the big ideas of the story.
"
CA-VAPA-2019,1.DA:Cn11,1,,Dance,,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Dance literacy includes deep knowledge and perspectives about societal, cultural, historical, and community contexts.","How does knowing about societal, cultural, historical and community experiences expand dance literacy?",Relate,Watch and/or perform a dance from a different culture and discuss or demonstrate the types of movement danced.,https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.DA:Cn11
Grade: 1
Discipline: Dance
Artistic Process: ConnectingAnchor Standard: 11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding

Enduring Understanding: Dance literacy includes deep knowledge and perspectives about societal, cultural, historical, and community contexts.
Essential Question(s): How does knowing about societal, cultural, historical and community experiences expand dance literacy?
Process Component(s): Relate

Performance Standard(s):
Watch and/or perform a dance from a different culture and discuss or demonstrate the types of movement danced.
"
CA-VAPA-2019,1.MA:Cr1,1,,Media Arts,,Creating,1: Generate and conceptualize artistic ideas and work,"Media arts ideas, works, and processes are shaped by the imagination, creative processes, and by experiences, both within and outside of the arts.",How do media artists generate ideas? How can ideas for media arts productions be formed and developed to be effective and original?,Conceive,Express and share ideas for media artworks through sketching and modeling.,https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MA:Cr1
Grade: 1
Discipline: Media Arts
Artistic Process: CreatingAnchor Standard: 1: Generate and conceptualize artistic ideas and work

Enduring Understanding: Media arts ideas, works, and processes are shaped by the imagination, creative processes, and by experiences, both within and outside of the arts.
Essential Question(s): How do media artists generate ideas? How can ideas for media arts productions be formed and developed to be effective and original?
Process Component(s): Conceive

Performance Standard(s):
Express and share ideas for media artworks through sketching and modeling.
"
CA-VAPA-2019,1.MA:Cr3,1,,Media Arts,,Creating,3: Refine and complete artistic work,"The forming, integration, and refinement of aesthetic components, principles, and processes creates purpose, meaning, and artistic quality in media artworks.","What is required to produce a media artwork that conveys purpose, meaning, and artistic quality? How do media artists refine their work?",Construct,"a. Create, capture, and assemble media arts content for media arts productions, identifying basic aesthetic principles, such as pattern and repetition.
b. Practice and identify the effects of making changes to the content, form, or presentation, in order to refine and complete media artworks.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MA:Cr3
Grade: 1
Discipline: Media Arts
Artistic Process: CreatingAnchor Standard: 3: Refine and complete artistic work

Enduring Understanding: The forming, integration, and refinement of aesthetic components, principles, and processes creates purpose, meaning, and artistic quality in media artworks.
Essential Question(s): What is required to produce a media artwork that conveys purpose, meaning, and artistic quality? How do media artists refine their work?
Process Component(s): Construct

Performance Standard(s):
a. Create, capture, and assemble media arts content for media arts productions, identifying basic aesthetic principles, such as pattern and repetition.
b. Practice and identify the effects of making changes to the content, form, or presentation, in order to refine and complete media artworks.
"
CA-VAPA-2019,1.MA:Cr2,1,,Media Arts,,Creating,2: Organize and develop artistic ideas and work,"Media artists plan, organize, and develop creative ideas and models into process structures that can effectively realize the artistic idea.",How do media artists organize and develop ideas and models into process structures to achieve the desired end product?,Develop,"With guidance, identify and use ideas to form plans and/or models for media arts productions.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MA:Cr2
Grade: 1
Discipline: Media Arts
Artistic Process: CreatingAnchor Standard: 2: Organize and develop artistic ideas and work

Enduring Understanding: Media artists plan, organize, and develop creative ideas and models into process structures that can effectively realize the artistic idea.
Essential Question(s): How do media artists organize and develop ideas and models into process structures to achieve the desired end product?
Process Component(s): Develop

Performance Standard(s):
With guidance, identify and use ideas to form plans and/or models for media arts productions.
"
CA-VAPA-2019,1.MA:Pr4,1,,Media Arts,,Producing (Media Arts only),"4. Select, analyze, and interpret artistic work for presentation","Media artists integrate various forms and contents to develop complex, unified artworks.",How are complex media arts experiences constructed?,Integrate,"Combine varied academic, arts, and media content in media artworks, such as an illustrated story.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MA:Pr4
Grade: 1
Discipline: Media Arts
Artistic Process: Producing (Media Arts only)Anchor Standard: 4. Select, analyze, and interpret artistic work for presentation

Enduring Understanding: Media artists integrate various forms and contents to develop complex, unified artworks.
Essential Question(s): How are complex media arts experiences constructed?
Process Component(s): Integrate

Performance Standard(s):
Combine varied academic, arts, and media content in media artworks, such as an illustrated story.
"
CA-VAPA-2019,1.MA:Pr5,1,,Media Arts,,Producing (Media Arts only),5: Develop and refine artistic techniques and work for presentation,Media artists require a range of skills and abilities to creatively solve problems within and through media arts productions.,What skills are required for creating effective media artworks and how are they improved? How are creativity and innovation developed within and through media arts productions? How do media artists use various tools and techniques?,Practice,"a. Describe and demonstrate various artistic skills and roles, such as technical steps, tool use, planning, and collaborating, in media arts productions.
b. Describe and demonstrate basic creative skills, such as varying techniques, within media arts productions.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MA:Pr5
Grade: 1
Discipline: Media Arts
Artistic Process: Producing (Media Arts only)Anchor Standard: 5: Develop and refine artistic techniques and work for presentation

Enduring Understanding: Media artists require a range of skills and abilities to creatively solve problems within and through media arts productions.
Essential Question(s): What skills are required for creating effective media artworks and how are they improved? How are creativity and innovation developed within and through media arts productions? How do media artists use various tools and techniques?
Process Component(s): Practice

Performance Standard(s):
a. Describe and demonstrate various artistic skills and roles, such as technical steps, tool use, planning, and collaborating, in media arts productions.
b. Describe and demonstrate basic creative skills, such as varying techniques, within media arts productions.
"
CA-VAPA-2019,1.MA:Pr6,1,,Media Arts,,Producing (Media Arts only),6: Convey meaning through the presentation of artistic work,"Media artists purposefully present, share, and distribute media artworks for various contexts.","How does time, place, audience, and context affect presenting or performing choices for media artworks?",Present,"With guidance, discuss presentation conditions and audience, and perform a task in presenting media artworks.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MA:Pr6
Grade: 1
Discipline: Media Arts
Artistic Process: Producing (Media Arts only)Anchor Standard: 6: Convey meaning through the presentation of artistic work

Enduring Understanding: Media artists purposefully present, share, and distribute media artworks for various contexts.
Essential Question(s): How does time, place, audience, and context affect presenting or performing choices for media artworks?
Process Component(s): Present

Performance Standard(s):
With guidance, discuss presentation conditions and audience, and perform a task in presenting media artworks.
"
CA-VAPA-2019,1.MA:Re7,1,,Media Arts,,Responding,7: Perceive and analyze artistic work,Identifying the qualities and characteristics of media artworks improves one's artistic appreciation and production.,How do we 'read' media artworks and discern their relational components? How do media artworks function to convey meaning and manage audience experience?,Perceive,"a. Identify components and messages in media artworks.
b. With guidance, identify how a variety of media artworks create different experiences.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MA:Re7
Grade: 1
Discipline: Media Arts
Artistic Process: RespondingAnchor Standard: 7: Perceive and analyze artistic work

Enduring Understanding: Identifying the qualities and characteristics of media artworks improves one's artistic appreciation and production.
Essential Question(s): How do we 'read' media artworks and discern their relational components? How do media artworks function to convey meaning and manage audience experience?
Process Component(s): Perceive

Performance Standard(s):
a. Identify components and messages in media artworks.
b. With guidance, identify how a variety of media artworks create different experiences.
"
CA-VAPA-2019,1.MA:Re8,1,,Media Arts,,Responding,8: Interpret intent and meaning in artistic work,"Interpretation and appreciation require consideration of the intent, form, and context of the media and artwork.",How do people relate to and interpret media artworks?,Interpret,"With guidance, identify the meanings of a variety of media artworks and their context.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MA:Re8
Grade: 1
Discipline: Media Arts
Artistic Process: RespondingAnchor Standard: 8: Interpret intent and meaning in artistic work

Enduring Understanding: Interpretation and appreciation require consideration of the intent, form, and context of the media and artwork.
Essential Question(s): How do people relate to and interpret media artworks?
Process Component(s): Interpret

Performance Standard(s):
With guidance, identify the meanings of a variety of media artworks and their context.
"
CA-VAPA-2019,1.MA:Re9,1,,Media Arts,,Responding,9: Apply criteria to evaluate artistic work,"Skillful evaluation and critique are critical components of experiencing, appreciating, and producing media artworks.",How and why do media artists value and judge media artworks? When and how should we evaluate and critique media artworks to improve them?,Evaluate,"Identify the effective components and possible changes to media artworks, considering viewers.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MA:Re9
Grade: 1
Discipline: Media Arts
Artistic Process: RespondingAnchor Standard: 9: Apply criteria to evaluate artistic work

Enduring Understanding: Skillful evaluation and critique are critical components of experiencing, appreciating, and producing media artworks.
Essential Question(s): How and why do media artists value and judge media artworks? When and how should we evaluate and critique media artworks to improve them?
Process Component(s): Evaluate

Performance Standard(s):
Identify the effective components and possible changes to media artworks, considering viewers.
"
CA-VAPA-2019,1.MA:Cn10,1,,Media Arts,,Connecting,10: Synthesize and relate knowledge and personal experiences to make art,: Media artworks synthesize meaning and form cultural experience.,How do we relate knowledge and experiences to understanding and making media artworks? How do we learn about and create meaning through producing media artworks?,Synthesize,"a. Use personal experiences, interests, and models in making media artworks.
b. Share meaningful experiences of media artworks.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MA:Cn10
Grade: 1
Discipline: Media Arts
Artistic Process: ConnectingAnchor Standard: 10: Synthesize and relate knowledge and personal experiences to make art

Enduring Understanding: : Media artworks synthesize meaning and form cultural experience.
Essential Question(s): How do we relate knowledge and experiences to understanding and making media artworks? How do we learn about and create meaning through producing media artworks?
Process Component(s): Synthesize

Performance Standard(s):
a. Use personal experiences, interests, and models in making media artworks.
b. Share meaningful experiences of media artworks.
"
CA-VAPA-2019,1.MA:Cn11,1,,Media Arts,,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Media artworks and ideas are better understood and produced by relating them to their purposes, values, and various contexts.","How does media arts relate to its various contexts, purposes, and values? How does investigating these relationships inform and deepen the media artist's understanding and work?",Relate,"a. Discuss and describe media artworks in everyday life, such as popular media and connections with family and friends.
b. Interact safely and appropriately with media arts tools and environments, considering rules, and fairness.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MA:Cn11
Grade: 1
Discipline: Media Arts
Artistic Process: ConnectingAnchor Standard: 11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding

Enduring Understanding: Media artworks and ideas are better understood and produced by relating them to their purposes, values, and various contexts.
Essential Question(s): How does media arts relate to its various contexts, purposes, and values? How does investigating these relationships inform and deepen the media artist's understanding and work?
Process Component(s): Relate

Performance Standard(s):
a. Discuss and describe media artworks in everyday life, such as popular media and connections with family and friends.
b. Interact safely and appropriately with media arts tools and environments, considering rules, and fairness.
"
CA-VAPA-2019,1.MU:Cr1,1,,Music,TK-8,Creating,1: Generate and conceptualize artistic ideas and work,"The creative ideas, concepts, and feelings that influence musicians’ work emerge from a variety of sources.",How do musicians generate creative ideas?,Imagine,"a. With limited guidance, create musical ideas (such as answering a musical question) for a specific purpose.
b. With limited guidance, generate musical ideas in multiple tonalities (such as major and minor) and meters (such as duple and triple).",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MU:Cr1
Grade: 1
Discipline: MusicSubdiscipline: TK-8
Artistic Process: CreatingAnchor Standard: 1: Generate and conceptualize artistic ideas and work

Enduring Understanding: The creative ideas, concepts, and feelings that influence musicians’ work emerge from a variety of sources.
Essential Question(s): How do musicians generate creative ideas?
Process Component(s): Imagine

Performance Standard(s):
a. With limited guidance, create musical ideas (such as answering a musical question) for a specific purpose.
b. With limited guidance, generate musical ideas in multiple tonalities (such as major and minor) and meters (such as duple and triple).
"
CA-VAPA-2019,1.MU:Cr2,1,,Music,TK-8,Creating,2: Organize and develop artistic ideas and work,"Musicians’ creative choices are influenced by their expertise, context, and expressive intent",How do musicians make creative decisions?,Plan & Make,"a. With limited guidance, demonstrate and discuss personal reasons for selecting musical ideas that represent expressive intent.
b. With limited guidance, use iconic or standard notation and/or recording technology to document and organize personal musical ideas.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MU:Cr2
Grade: 1
Discipline: MusicSubdiscipline: TK-8
Artistic Process: CreatingAnchor Standard: 2: Organize and develop artistic ideas and work

Enduring Understanding: Musicians’ creative choices are influenced by their expertise, context, and expressive intent
Essential Question(s): How do musicians make creative decisions?
Process Component(s): Plan & Make

Performance Standard(s):
a. With limited guidance, demonstrate and discuss personal reasons for selecting musical ideas that represent expressive intent.
b. With limited guidance, use iconic or standard notation and/or recording technology to document and organize personal musical ideas.
"
CA-VAPA-2019,1.MU:Cr3.1,1,,Music,TK-8,Creating,3: Refine and complete artistic work,"3.1 Musicians evaluate, and refine their work through openness to new ideas, persistence, and the application of appropriate criteria.",How do musicians improve the quality of their creative work?,Evaluate and Refine,"With limited guidance, discuss and apply personal, peer, and teacher feedback to refine personal musical ideas.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MU:Cr3.1
Grade: 1
Discipline: MusicSubdiscipline: TK-8
Artistic Process: CreatingAnchor Standard: 3: Refine and complete artistic work

Enduring Understanding: 3.1 Musicians evaluate, and refine their work through openness to new ideas, persistence, and the application of appropriate criteria.
Essential Question(s): How do musicians improve the quality of their creative work?
Process Component(s): Evaluate and Refine

Performance Standard(s):
With limited guidance, discuss and apply personal, peer, and teacher feedback to refine personal musical ideas.
"
CA-VAPA-2019,1.MU:Cr3.2,1,,Music,TK-8,Creating,3: Refine and complete artistic work,3.2 Musicians’ presentation of creative work is the culmination of a process of creation and communication.,When is creative work ready to share?,Present,"With limited guidance, convey expressive intent for a specific purpose by presenting a final version of personal musical ideas to peers or informal audience.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MU:Cr3.2
Grade: 1
Discipline: MusicSubdiscipline: TK-8
Artistic Process: CreatingAnchor Standard: 3: Refine and complete artistic work

Enduring Understanding: 3.2 Musicians’ presentation of creative work is the culmination of a process of creation and communication.
Essential Question(s): When is creative work ready to share?
Process Component(s): Present

Performance Standard(s):
With limited guidance, convey expressive intent for a specific purpose by presenting a final version of personal musical ideas to peers or informal audience.
"
CA-VAPA-2019,1.MU:Pr4.1,1,,Music,TK-8,Performing,"4. Select, analyze, and interpret artistic work for presentation","4.1 Performers’ interest in and knowledge of musical works, understanding of their own technical skill, and the context for a performance influence the selection of repertoire.",How do performers select repertoire?,Select,"With limited guidance, demonstrate and discuss personal interest in, knowledge about, and purpose of varied musical selections.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MU:Pr4.1
Grade: 1
Discipline: MusicSubdiscipline: TK-8
Artistic Process: PerformingAnchor Standard: 4. Select, analyze, and interpret artistic work for presentation

Enduring Understanding: 4.1 Performers’ interest in and knowledge of musical works, understanding of their own technical skill, and the context for a performance influence the selection of repertoire.
Essential Question(s): How do performers select repertoire?
Process Component(s): Select

Performance Standard(s):
With limited guidance, demonstrate and discuss personal interest in, knowledge about, and purpose of varied musical selections.
"
CA-VAPA-2019,1.MU:Pr4.2,1,,Music,TK-8,Performing,"4. Select, analyze, and interpret artistic work for presentation",4.2 Analyzing creators’ context and how they manipulate elements of music provides insight into their intent and informs performance.,How does understanding the structure and context of musical works inform performance?,Analyze,"a. With limited guidance, demonstrate knowledge of music concepts (such as beat and melodic contour) in music from a variety of cultures selected for performance.
b. When analyzing selected music, read and perform rhythmic patterns using iconic or standard notation.",https://www.cde.ca.gov/be/st/ss/index.asp,,"Standard Identifier: 1.MU:Pr4.2
Grade: 1
Discipline: MusicSubdiscipline: TK-8
Artistic Process: PerformingAnchor Standard: 4. Select, analyze, and interpret artistic work for presentation

Enduring Understanding: 4.2 Analyzing creators’ context and how they manipulate elements of music provides insight into their intent and informs performance.
Essential Question(s): How does understanding the structure and context of musical works inform performance?
Process Component(s): Analyze

Performance Standard(s):
a. With limited guidance, demonstrate knowledge of music concepts (such as beat and melodic contour) in music from a variety of cultures selected for performance.
b. When analyzing selected music, read and perform rhythmic patterns using iconic or standard notation.
"
