framework_id,code,grade,cluster,overarching_standard_code,overarching_standard,text,source_url,page,raw_text
CA-PE-2005,PE-1.4.11,1,Flexibility,PE-1.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Diagram how ﬂexible muscles allow more range of motion in physical activity.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.4.11
Grade: 1
Cluster: Flexibility

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Diagram how ﬂexible muscles allow more range of motion in physical activity.
"
CA-PE-2005,PE-1.4.12,1,Body Composition,PE-1.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.","Identify the body components (e.g., bones, muscles, organs, fat, and other tissues).",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.4.12
Grade: 1
Cluster: Body Composition

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Identify the body components (e.g., bones, muscles, organs, fat, and other tissues).
"
CA-PE-2005,PE-1.4.2,1,Fitness Concepts,PE-1.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Explain the importance of drinking water during and after physical activity.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.4.2
Grade: 1
Cluster: Fitness Concepts

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Explain the importance of drinking water during and after physical activity.
"
CA-PE-2005,PE-1.4.3,1,Fitness Concepts,PE-1.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Explain that nutritious food provides energy for alertness and mental concentration.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.4.3
Grade: 1
Cluster: Fitness Concepts

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Explain that nutritious food provides energy for alertness and mental concentration.
"
CA-PE-2005,PE-1.4.4,1,Aerobic Capacity,PE-1.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Recognize that the heart is the most important muscle in the body and is approximately the size of a ﬁst.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.4.4
Grade: 1
Cluster: Aerobic Capacity

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Recognize that the heart is the most important muscle in the body and is approximately the size of a ﬁst.
"
CA-PE-2005,PE-1.4.5,1,Aerobic Capacity,PE-1.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Explain that increasing the heart rate during physical activity strengthens the heart muscle.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.4.5
Grade: 1
Cluster: Aerobic Capacity

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Explain that increasing the heart rate during physical activity strengthens the heart muscle.
"
CA-PE-2005,PE-1.4.6,1,Aerobic Capacity,PE-1.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Identify physical activities that cause the heart to beat faster.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.4.6
Grade: 1
Cluster: Aerobic Capacity

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Identify physical activities that cause the heart to beat faster.
"
CA-PE-2005,PE-1.4.7,1,Aerobic Capacity,PE-1.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Describe the role of blood in transporting oxygen from the lungs.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.4.7
Grade: 1
Cluster: Aerobic Capacity

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Describe the role of blood in transporting oxygen from the lungs.
"
CA-PE-2005,PE-1.4.8,1,Muscular Strength/Endurance,PE-1.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.",Explain that strengthening muscles will help prevent injury and that strong muscles will produce more force.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.4.8
Grade: 1
Cluster: Muscular Strength/Endurance

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Explain that strengthening muscles will help prevent injury and that strong muscles will produce more force.
"
CA-PE-2005,PE-1.4.9,1,Muscular Strength/Endurance,PE-1.4,"Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.","Discuss how prolonged physical activity increases endurance, allowing movement to occur for longer periods of time.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.4.9
Grade: 1
Cluster: Muscular Strength/Endurance

Overarching Standard:
Students demonstrate knowledge of physical fitness concepts, principles, and strategies to improve health and performance.

Standard:
Discuss how prolonged physical activity increases endurance, allowing movement to occur for longer periods of time.
"
CA-PE-2005,PE-1.5,1,,,,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.5
Grade: 1

Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.
"
CA-PE-2005,PE-1.5.1,1,Self-Responsibility,PE-1.5,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.",Participate willingly in new physical activities.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.5.1
Grade: 1
Cluster: Self-Responsibility

Overarching Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.

Standard:
Participate willingly in new physical activities.
"
CA-PE-2005,PE-1.5.2,1,Self-Responsibility,PE-1.5,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.","Identify and demonstrate acceptable responses to challenges, successes, and failures in physical activity.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.5.2
Grade: 1
Cluster: Self-Responsibility

Overarching Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.

Standard:
Identify and demonstrate acceptable responses to challenges, successes, and failures in physical activity.
"
CA-PE-2005,PE-1.5.3,1,Social Interaction,PE-1.5,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.",Demonstrate the characteristics of sharing and cooperation in physical activity.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.5.3
Grade: 1
Cluster: Social Interaction

Overarching Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.

Standard:
Demonstrate the characteristics of sharing and cooperation in physical activity.
"
CA-PE-2005,PE-1.5.4,1,Social Interaction,PE-1.5,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.",Invite others to use equipment or apparatus before repeating a turn.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.5.4
Grade: 1
Cluster: Social Interaction

Overarching Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.

Standard:
Invite others to use equipment or apparatus before repeating a turn.
"
CA-PE-2005,PE-1.5.5,1,Group Dynamics,PE-1.5,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.",Identify and demonstrate the attributes of an effective partner in physical activity.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.5.5
Grade: 1
Cluster: Group Dynamics

Overarching Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.

Standard:
Identify and demonstrate the attributes of an effective partner in physical activity.
"
CA-PE-2005,PE-1.5.6,1,Group Dynamics,PE-1.5,"Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.",Identify and demonstrate effective practices for working with a group wothout interfering with others.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-1.5.6
Grade: 1
Cluster: Group Dynamics

Overarching Standard:
Students demonstrate and utilize knowledge of psychological and sociological concepts, principles, and strategies that apply to the learning and performance of physical activity.

Standard:
Identify and demonstrate effective practices for working with a group wothout interfering with others.
"
CA-PE-2005,PE-2.1,2,,,,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1
Grade: 2

Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.
"
CA-PE-2005,PE-2.1.1,2,Movement Concepts,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,Move to open spaces within boundaries while traveling at increasing rates of speed.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.1
Grade: 2
Cluster: Movement Concepts

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Move to open spaces within boundaries while traveling at increasing rates of speed.
"
CA-PE-2005,PE-2.1.10,2,Manipulative Skills,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Catch a gently thrown ball below the waist, reducing the impact force.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.10
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Catch a gently thrown ball below the waist, reducing the impact force.
"
CA-PE-2005,PE-2.1.11,2,Manipulative Skills,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,Kick a slowly rolling ball.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.11
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Kick a slowly rolling ball.
"
CA-PE-2005,PE-2.1.12,2,Manipulative Skills,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Strike a balloon consistently in an upward or forward motion, using a short-handled paddle.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.12
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Strike a balloon consistently in an upward or forward motion, using a short-handled paddle.
"
CA-PE-2005,PE-2.1.13,2,Manipulative Skills,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Strike a ball with a bat from a tee or cone, using correct grip and side orientation.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.13
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Strike a ball with a bat from a tee or cone, using correct grip and side orientation.
"
CA-PE-2005,PE-2.1.14,2,Manipulative Skills,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Hand-dribble, with control, a ball for a sustained period.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.14
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Hand-dribble, with control, a ball for a sustained period.
"
CA-PE-2005,PE-2.1.15,2,Manipulative Skills,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Foot-dribble, with control, a ball along the ground.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.15
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Foot-dribble, with control, a ball along the ground.
"
CA-PE-2005,PE-2.1.16,2,Manipulative Skills,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,Jump a rope turned repeatedly.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.16
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Jump a rope turned repeatedly.
"
CA-PE-2005,PE-2.1.17,2,Manipulative Skills,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,Demonstrate a smooth transition between even-beat locomotor skills and uneven-beat locomotor skills in response to music or an external beat.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.17
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Demonstrate a smooth transition between even-beat locomotor skills and uneven-beat locomotor skills in response to music or an external beat.
"
CA-PE-2005,PE-2.1.18,2,Manipulative Skills,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,Perform rhythmic sequences related to simple folk dance or ribbon routines.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.18
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Perform rhythmic sequences related to simple folk dance or ribbon routines.
"
CA-PE-2005,PE-2.1.19,2,Manipulative Skills,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,Perform with a partner rhythmic sequences related to simple folk dance or ribbon routines.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.19
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Perform with a partner rhythmic sequences related to simple folk dance or ribbon routines.
"
CA-PE-2005,PE-2.1.2,2,Body Management,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Transfer weight from feet to hands and from hands to feet, landing with control.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.2
Grade: 2
Cluster: Body Management

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Transfer weight from feet to hands and from hands to feet, landing with control.
"
CA-PE-2005,PE-2.1.3,2,Body Management,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Demonstrate balance on the ground and on objects, using bases of support other than both feet.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.3
Grade: 2
Cluster: Body Management

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Demonstrate balance on the ground and on objects, using bases of support other than both feet.
"
CA-PE-2005,PE-2.1.4,2,Body Management,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Create a routine that includes two types of body rolls (e.g., log roll, egg roll, shoulder roll, forward roll) and a stationary balance position after each roll.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.4
Grade: 2
Cluster: Body Management

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Create a routine that includes two types of body rolls (e.g., log roll, egg roll, shoulder roll, forward roll) and a stationary balance position after each roll.
"
CA-PE-2005,PE-2.1.5,2,Locomotor Movement,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Jump for distance, landing on both feet and bending the hips, knees, and ankles to reduce the impact force.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.5
Grade: 2
Cluster: Locomotor Movement

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Jump for distance, landing on both feet and bending the hips, knees, and ankles to reduce the impact force.
"
CA-PE-2005,PE-2.1.6,2,Locomotor Movement,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Skip and leap, using proper form.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.6
Grade: 2
Cluster: Locomotor Movement

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Skip and leap, using proper form.
"
CA-PE-2005,PE-2.1.7,2,Manipulative Skills,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Roll a ball for distance, using proper form.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.7
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Roll a ball for distance, using proper form.
"
CA-PE-2005,PE-2.1.8,2,Manipulative Skills,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Throw a ball for distance, using proper form.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.8
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Throw a ball for distance, using proper form.
"
CA-PE-2005,PE-2.1.9,2,Manipulative Skills,PE-2.1,Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.,"Catch a gently thrown ball above the waist, reducing the impact force.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.1.9
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate the motor skills and movement patterns needed to perform a variety of physical activities.

Standard:
Catch a gently thrown ball above the waist, reducing the impact force.
"
CA-PE-2005,PE-2.2,2,,,,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2
Grade: 2

Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.
"
CA-PE-2005,PE-2.2.1,2,Movement Concepts,PE-2.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Deﬁne open space.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2.1
Grade: 2
Cluster: Movement Concepts

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Deﬁne open space.
"
CA-PE-2005,PE-2.2.10,2,Manipulative Skills,PE-2.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Identify the roles of body parts not directly involved in catching objects.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2.10
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Identify the roles of body parts not directly involved in catching objects.
"
CA-PE-2005,PE-2.2.11,2,Manipulative Skills,PE-2.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Identify when to begin the kicking motion when kicking a slowly rolling ball.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2.11
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Identify when to begin the kicking motion when kicking a slowly rolling ball.
"
CA-PE-2005,PE-2.2.12,2,Manipulative Skills,PE-2.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Identify the different points of contact when striking a balloon upward and striking a balloon forward.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2.12
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Identify the different points of contact when striking a balloon upward and striking a balloon forward.
"
CA-PE-2005,PE-2.2.13,2,Manipulative Skills,PE-2.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Explain the purpose of using a side orientation when striking a ball from a batting tee.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2.13
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Explain the purpose of using a side orientation when striking a ball from a batting tee.
"
CA-PE-2005,PE-2.2.14,2,Manipulative Skills,PE-2.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Differentiate the effects of varying arm and hand speeds when hand-dribbling a ball.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2.14
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Differentiate the effects of varying arm and hand speeds when hand-dribbling a ball.
"
CA-PE-2005,PE-2.2.2,2,Movement Concepts,PE-2.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Explain how to reduce the impact force of an oncoming object.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2.2
Grade: 2
Cluster: Movement Concepts

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Explain how to reduce the impact force of an oncoming object.
"
CA-PE-2005,PE-2.2.3,2,Body Management,PE-2.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Explain the importance of a wide rather than a narrow base of support in balance activities.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2.3
Grade: 2
Cluster: Body Management

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Explain the importance of a wide rather than a narrow base of support in balance activities.
"
CA-PE-2005,PE-2.2.4,2,Body Management,PE-2.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Explain why one hand or foot is often preferred when practicing movement skills.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2.4
Grade: 2
Cluster: Body Management

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Explain why one hand or foot is often preferred when practicing movement skills.
"
CA-PE-2005,PE-2.2.5,2,Locomotor Movement,PE-2.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Compare and contrast locomotor movements conducted to even and uneven beats.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2.5
Grade: 2
Cluster: Locomotor Movement

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Compare and contrast locomotor movements conducted to even and uneven beats.
"
CA-PE-2005,PE-2.2.6,2,Manipulative Skills,PE-2.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Identify opportunities to use underhand and overhand movement (throw) patterns.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2.6
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Identify opportunities to use underhand and overhand movement (throw) patterns.
"
CA-PE-2005,PE-2.2.7,2,Manipulative Skills,PE-2.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Identify different opportunities to use striking skills.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2.7
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Identify different opportunities to use striking skills.
"
CA-PE-2005,PE-2.2.8,2,Manipulative Skills,PE-2.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Compare the changes in force applied to a ball and the ball speed when rolling a ball for various distances.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2.8
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Compare the changes in force applied to a ball and the ball speed when rolling a ball for various distances.
"
CA-PE-2005,PE-2.2.9,2,Manipulative Skills,PE-2.2,"Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.",Explain key elements of throwing for distance.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.2.9
Grade: 2
Cluster: Manipulative Skills

Overarching Standard:
Students demonstrate knowledge of movement concepts, principles, and strategies that apply to the learning and performance of physical activities.

Standard:
Explain key elements of throwing for distance.
"
CA-PE-2005,PE-2.3,2,,,,Students assess and maintain a level of physical fitness to improve health and performance.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.3
Grade: 2

Standard:
Students assess and maintain a level of physical fitness to improve health and performance.
"
CA-PE-2005,PE-2.3.1,2,Fitness Concepts,PE-2.3,Students assess and maintain a level of physical fitness to improve health and performance.,Participate in enjoyable and challenging physical activities for increasing periods of time.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.3.1
Grade: 2
Cluster: Fitness Concepts

Overarching Standard:
Students assess and maintain a level of physical fitness to improve health and performance.

Standard:
Participate in enjoyable and challenging physical activities for increasing periods of time.
"
CA-PE-2005,PE-2.3.2,2,Aerobic Capacity,PE-2.3,Students assess and maintain a level of physical fitness to improve health and performance.,"Participate three to four times each week, for increasing periods of time, in moderate to vigorous physical activities that increase breathing and heart rate.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.3.2
Grade: 2
Cluster: Aerobic Capacity

Overarching Standard:
Students assess and maintain a level of physical fitness to improve health and performance.

Standard:
Participate three to four times each week, for increasing periods of time, in moderate to vigorous physical activities that increase breathing and heart rate.
"
CA-PE-2005,PE-2.3.3,2,Muscular Strength/Endurance,PE-2.3,Students assess and maintain a level of physical fitness to improve health and performance.,"Perform abdominal curl-ups, modiﬁed push-ups, oblique curl-ups, forward and side lunges, squats, and triceps push-ups from a chair or bench to enhance endurance and increase muscle efﬁciency.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.3.3
Grade: 2
Cluster: Muscular Strength/Endurance

Overarching Standard:
Students assess and maintain a level of physical fitness to improve health and performance.

Standard:
Perform abdominal curl-ups, modiﬁed push-ups, oblique curl-ups, forward and side lunges, squats, and triceps push-ups from a chair or bench to enhance endurance and increase muscle efﬁciency.
"
CA-PE-2005,PE-2.3.4,2,Muscular Strength/Endurance,PE-2.3,Students assess and maintain a level of physical fitness to improve health and performance.,Traverse the overhead ladder one bar at a time.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.3.4
Grade: 2
Cluster: Muscular Strength/Endurance

Overarching Standard:
Students assess and maintain a level of physical fitness to improve health and performance.

Standard:
Traverse the overhead ladder one bar at a time.
"
CA-PE-2005,PE-2.3.5,2,Flexibility,PE-2.3,Students assess and maintain a level of physical fitness to improve health and performance.,"Demonstrate the proper form for stretching the hamstrings, quadriceps, shoulders, biceps, and triceps.",https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.3.5
Grade: 2
Cluster: Flexibility

Overarching Standard:
Students assess and maintain a level of physical fitness to improve health and performance.

Standard:
Demonstrate the proper form for stretching the hamstrings, quadriceps, shoulders, biceps, and triceps.
"
CA-PE-2005,PE-2.3.6,2,Body Composition,PE-2.3,Students assess and maintain a level of physical fitness to improve health and performance.,Engage in moderate to vigorous physical activity for increasing periods of time.,https://www2.cde.ca.gov/cacs/pe,,"Standard Identifier: PE-2.3.6
Grade: 2
Cluster: Body Composition

Overarching Standard:
Students assess and maintain a level of physical fitness to improve health and performance.

Standard:
Engage in moderate to vigorous physical activity for increasing periods of time.
"
